regiao,estado,latitude,longitude,dataColeta,valorVenda
SE,SP,-23.5636059,-46.7978436,09/07/2020,3.899
SE,SP,-22.65543519999997,-50.40292059999999,02/05/2021,5.39
SE,RJ,-22.91294109999997,-43.2285074,16/11/2020,4.797
SE,SP,-23.62877069999998,-46.5630563,28/06/2021,5.899
SE,SP,-23.48947399999997,-46.3153575,01/07/2020,3.799
SE,RJ,-22.82362359999997,-43.0002851,10/01/2022,6.99
SE,SP,-23.49107199999997,-47.4087598,29/08/2021,5.699
NE,BA,-12.2601933,-38.9666591,08/03/2022,7.63
NE,BA,-14.80050899999998,-39.29152550000001,16/02/2021,5.28
SE,SP,-22.41399179999997,-46.9591358,21/04/2022,7.19
NE,BA,-16.33470669999997,-39.5804725,22/04/2020,4.45
SE,SP,-23.659179,-46.8523862,01/11/2021,6.299
S,PR,-24.7935471,-49.9995189,05/01/2022,6.29
SE,ES,-19.37548189999998,-40.06600419999999,13/04/2022,7.49
CO,GO,-17.7293244,-49.0923184,15/01/2020,4.75
CO,DF,-15.7868291,-48.12681360000001,31/08/2021,6.299
SE,MG,-19.87523239999997,-43.9314722,02/02/2022,6.86
S,PR,-23.7693876,-53.2981898,27/07/2020,4.11
SE,SP,-23.6517381,-46.4409575,23/05/2022,7.29
SE,SP,-22.22778429999998,-49.9309356,25/03/2021,4.279
NE,PE,-9.3930861,-40.5435487,01/04/2020,4.789
S,PR,-25.34733099999997,-49.19113400000001,07/06/2022,7.29
SE,ES,-19.5304558,-40.6182873,16/05/2022,7.59
SE,SP,-20.77077749999997,-49.3912037,09/06/2022,6.75
SE,SP,-22.00395089999997,-47.88559149999999,15/09/2021,5.999
NE,PE,-8.336252,-36.4242604,12/02/2020,4.499
SE,MG,-18.8700978,-48.24432909999999,23/06/2021,5.899
SE,RJ,-22.80785109999998,-43.4075119,22/04/2020,4.699
CO,GO,-16.68420039999997,-49.261878,24/02/2022,6.99
CO,GO,-16.63146199999997,-49.38595729999999,07/02/2022,6.89
SE,SP,-22.80445409999997,-47.1594754,14/02/2022,6.09
SE,SP,-22.3076348,-49.0211225,10/11/2021,6.39
SE,ES,-20.26609409999998,-40.287025,17/08/2020,4.099
SE,SP,-21.20958769999998,-50.453969,17/03/2020,4.049
S,RS,-29.99625589999997,-51.1895877,17/06/2022,6.76
SE,RJ,-21.46339439999997,-41.1099225,30/11/2021,7.599
SE,SP,-23.51165769999998,-47.4887839,22/12/2021,5.999
NE,PB,-7.119580199999974,-34.8443015,02/11/2021,6.479
NE,PE,-8.023191299999974,-34.8938929,03/02/2020,4.29
N,RO,-11.43305889999997,-61.45474970000001,10/08/2020,4.58
SE,RJ,-29.50582649999999,-51.1050766,13/01/2020,4.859
SE,SP,-20.42473209999997,-49.96517909999999,08/07/2020,4.099
S,PR,-24.95499989999998,-53.4550424,04/05/2022,7.37
CO,GO,-16.64974009999997,-49.2433772,28/10/2021,6.999
SE,SP,-23.19838989999998,-46.8716444,18/08/2021,5.399
S,PR,-25.4291336,-49.2641455,13/05/2020,3.279
SE,SP,-22.94595659999997,-46.9809863,12/08/2021,5.449
NE,MA,-2.511762099999974,-44.2440283,26/05/2022,7.1
SE,RJ,-22.83450619999997,-43.3600879,27/04/2020,4.499
SE,RJ,-22.83745969999998,-43.32301409999999,03/05/2022,7.59
SE,SP,-21.59501319999998,-48.35089599999999,14/04/2021,5.099
SE,RJ,-21.18566219999998,-41.8627226,20/07/2021,6.52
SE,MG,-18.59411759999998,-46.5103506,14/06/2022,7.69
CO,MT,-15.64306139999997,-56.1241587,04/01/2021,4.577
SE,SP,-23.4420339,-46.4363017,09/06/2020,3.849
SE,SP,-23.52086849999997,-46.5917483,14/04/2020,3.699
SE,SP,-23.0325027,-46.97842319999999,22/12/2021,6.499
NE,PI,-2.919241099999974,-41.6812193,17/11/2021,7.249
S,RS,-29.86729589999999,-51.17761609999999,09/06/2020,3.699
SE,SP,-22.41259549999997,-47.5661969,16/11/2021,6.299
S,PR,-24.56113059999997,-54.0461412,11/04/2022,7.19
SE,RJ,-22.73731029999998,-43.4753008,28/12/2020,5.198
SE,SP,-21.13058309999997,-48.971214,27/12/2021,6.349
CO,GO,-17.73961719999997,-48.6213422,19/02/2020,4.94
S,PR,-22.90152859999997,-50.7951596,19/01/2021,4.65
SE,SP,-22.64270489999997,-47.1953847,06/01/2022,6.21
S,RS,-29.63773989999997,-51.0000873,04/05/2022,6.69
N,AM,-3.139523999999974,-58.4462542,27/12/2021,6.89
S,SC,-27.2322455,-52.0230104,10/03/2022,6.79
SE,RJ,-22.3759584,-43.1165621,30/07/2020,4.799
NE,CE,-3.760341699999974,-38.528501,10/08/2021,5.979
SE,RJ,-21.7697016,-41.3162191,04/03/2020,4.939
SE,SP,-21.3024501,-50.353466,04/11/2021,6.599
SE,ES,-20.30853119999997,-40.2828949,27/12/2021,6.679
S,PR,-25.38267499999998,-51.46812860000001,27/09/2021,5.999
SE,SP,-21.84454329999997,-51.6983414,04/03/2020,4.39
SE,SP,-23.4850331,-46.3773146,03/03/2020,4.399
NE,MA,-2.531468299999974,-44.19706499999999,29/12/2021,6.369
N,AM,-3.134266099999975,-58.43659650000001,13/12/2020,4.59
SE,SP,-20.79954939999998,-49.3696969,01/04/2020,3.9
SE,MG,-16.73014509999997,-43.8456093,29/12/2020,4.549
SE,SP,-22.72852089999997,-47.2957032,23/03/2021,5.399
CO,GO,-17.73961719999997,-48.6213422,06/07/2020,4.26
SE,SP,-22.5870792,-47.3751302,14/06/2022,6.69
N,AM,-3.4747874,-66.06403329999999,30/08/2021,6.34
NE,BA,-14.40900629999998,-40.33443669999999,15/01/2020,4.699
SE,RJ,-22.81415619999997,-43.2105873,13/01/2020,4.799
SE,SP,-23.62299479999997,-45.424122,01/07/2020,3.999
SE,SP,-22.74503609999998,-47.32967,09/03/2021,5.299
SE,SP,-22.6357435,-47.1730787,13/04/2020,3.897
SE,SP,-23.20687939999997,-46.8741618,20/04/2022,6.89
S,PR,-23.43007309999997,-51.90473919999999,06/09/2021,5.98
N,AP,0.1008097000000254,-51.0519926,05/04/2021,4.75
SE,MG,-16.73014509999997,-43.8456093,13/09/2021,6.45
NE,AL,-9.652750299999974,-35.717789,15/11/2021,6.399
NE,BA,-9.427443299999974,-40.5025364,17/03/2022,7.89
SE,SP,-22.8978252,-49.6248081,07/07/2021,5.399
S,RS,-30.08679719999997,-51.3192152,30/04/2020,3.999
SE,SP,-23.51802859999997,-46.6735596,26/10/2021,6.499
SE,SP,-22.65946389999998,-50.41437430000001,21/03/2021,4.977
S,RS,-28.30306649999998,-54.263546,07/03/2022,6.54
NE,BA,-12.8877545,-38.32159499999999,28/09/2021,5.77
S,RS,-29.36891709999998,-50.87414159999999,08/07/2020,4.529
NE,BA,-14.81684259999997,-39.0256649,13/05/2020,3.99
SE,SP,-22.4129598,-47.56929450000001,17/08/2020,3.999
SE,SP,-23.6821246,-46.5674321,13/07/2020,3.899
NE,CE,-3.736600699999975,-38.5694774,04/04/2021,5.47
SE,SP,-21.4424572,-48.7869468,14/07/2020,3.999
SE,SP,-22.01222749999997,-47.88586229999999,04/05/2020,3.599
NE,MA,-2.5531041,-44.0719606,22/02/2022,6.29
SE,SP,-23.48335819999997,-46.6874221,15/07/2021,5.399
SE,SP,-23.26198189999997,-47.2900749,06/04/2022,6.99
SE,SP,-21.16587439999997,-50.46464599999999,27/04/2021,5.49
SE,SP,-23.51683159999998,-46.3410478,01/02/2021,4.199
SE,SP,-23.47578579999998,-47.44176720000001,30/05/2022,6.99
NE,PI,-5.116738099999974,-42.7993907,08/06/2020,4.19
N,AM,-3.062341599999975,-59.98084679999999,19/07/2021,5.79
SE,SP,-21.13383469999997,-47.8164275,24/05/2022,6.79
SE,SP,-23.5212485,-46.6409684,20/07/2020,4.099
CO,MT,-16.4518181,-54.621834,06/04/2021,5.29
NE,PB,-6.769214199999973,-38.23402120000001,15/03/2022,7.59
NE,PI,-2.919241099999974,-41.7177245,08/09/2021,6.24
NE,MA,-4.2377368,-46.8456443,01/04/2020,3.969
SE,SP,-22.3566478,-46.9577423,08/12/2021,5.999
SE,MG,-18.88488839999998,-48.235207,28/09/2021,6.169
SE,SP,-22.0213718,-47.4194786,11/10/2021,6.097
N,TO,-10.2555443,-48.3179078,29/03/2021,5.659
S,PR,-25.37429069999997,-49.218778,10/11/2021,6.199
SE,SP,-20.79102079999997,-49.41354080000001,15/07/2020,3.899
SE,SP,-23.98355749999997,-48.8794121,15/06/2022,6.59
S,SC,-5.152973900000001,-34.8624166,09/06/2021,5.549
NE,BA,-12.89972399999997,-38.3900852,20/06/2021,5.89
S,RS,-29.82803199999998,-51.1379831,12/08/2020,3.999
SE,SP,-23.5100528,-46.4980474,03/11/2020,4.299
S,SC,-26.27104759999998,-48.81112859999999,09/03/2022,6.35
NE,BA,-12.2557836,-38.9544135,03/02/2022,6.86
SE,SP,-21.60237449999997,-48.3509708,10/08/2021,5.459
NE,CE,-3.675202899999973,-40.3599821,17/08/2020,4.49
SE,SP,-23.52936039999997,-46.5533492,14/07/2020,3.499
SE,SP,-21.29195759999998,-50.3525919,10/03/2022,6.69
SE,SP,-22.33082749999997,-46.925001,31/03/2022,6.94
SE,SP,-21.98999659999997,-46.77635890000001,25/04/2022,6.69
SE,RJ,-22.99187889999997,-43.3661858,28/12/2021,6.999
SE,SP,-23.0348513,-45.55881000000001,17/01/2022,6.57
SE,SP,-22.84203749999998,-46.81486689999999,02/08/2021,5.349
SE,ES,-20.29340969999997,-40.3165723,25/05/2022,7.37
S,SC,-26.87437879999997,-49.11943549999999,14/12/2021,6.499
NE,PI,-5.095547499999975,-42.75274749999999,19/05/2020,3.999
NE,CE,-3.621533799999975,-38.6308015,23/03/2022,7.59
SE,SP,-22.02722419999997,-47.8711972,10/02/2022,6.54
NE,BA,-14.2194046,-42.7796735,10/03/2020,4.829
SE,SP,-21.1571397,-47.818438,05/05/2020,3.779
NE,PE,-8.043108799999974,-34.89161320000001,26/05/2021,5.799
SE,SP,-23.1864387,-46.8769219,06/05/2021,5.099
NE,PE,-7.6465863,-40.4145396,05/08/2020,4.55
SE,SP,-23.4949947,-45.1173492,11/08/2020,4.299
S,RS,-3.753750299999975,-37.9898934,02/06/2022,6.54
NE,PI,-2.924013899999975,-41.75337159999999,13/12/2021,7.29
S,PR,-26.22649079999998,-52.6891433,24/05/2022,6.99
NE,PE,-8.062972,-39.1194047,29/06/2022,7.59
S,SC,-27.5958345,-48.592387,03/12/2020,4.349
SE,MG,-19.45113429999997,-44.23438449999999,18/02/2020,4.688
SE,SP,-23.451174,-46.5650229,10/05/2021,5.197
SE,MG,-21.1271093,-42.3818498,26/04/2021,5.889
SE,MG,-18.7184816,-47.5149616,08/07/2020,4.198
CO,MS,-20.38311789999998,-54.5423934,29/06/2020,4.199
SE,ES,-20.31695819999997,-40.3148564,16/06/2020,3.795
S,PR,-5.361694099999974,-49.0785285,04/01/2022,6.27
SE,SP,-21.99744599999998,-47.91427899999999,26/05/2020,3.649
CO,MT,-15.6429353,-56.1617439,15/07/2020,4.259
NE,BA,-13.0025199,-38.5134847,23/03/2022,6.99
S,RS,-29.1705028,-51.1384835,29/12/2020,4.978
SE,SP,-24.00270029999997,-46.4171033,09/05/2022,6.89
SE,SP,-23.5794068,-46.5210757,29/03/2022,6.69
S,SC,-27.59746179999997,-48.5747689,17/11/2020,4.349
NE,MA,-2.4605473,-44.159637,29/12/2021,6.249
NE,MA,-2.5143605,-45.073497,03/03/2022,6.69
SE,SP,-23.63136819999997,-46.5344873,04/01/2021,4.299
SE,SP,-23.16210949999997,-45.895247,22/06/2022,6.74
SE,SP,-22.76330769999997,-47.1469666,26/05/2020,3.399
SE,SP,-23.3567163,-47.8617194,05/08/2020,3.799
SE,SP,-23.5457647,-46.4915988,08/07/2020,3.699
SE,SP,-22.95324779999997,-46.54278069999999,22/01/2020,4.399
CO,GO,-16.68420039999997,-49.261878,14/06/2022,7.39
S,PR,-25.38557209999997,-51.45745540000001,16/03/2020,4.19
SE,SP,-22.81848229999997,-47.0160706,04/10/2021,5.897
CO,MT,-11.8575218,-55.4963199,02/06/2020,3.849
CO,GO,-16.7332807,-49.3050592,16/06/2020,3.97
SE,SP,-23.10768589999998,-45.72262979999999,02/04/2020,3.899
SE,SP,-23.45678859999997,-46.3301779,31/03/2021,5.099
SE,SP,-23.09222429999997,-45.6985268,14/10/2021,5.949
NE,PB,-7.123021099999975,-34.8934119,22/03/2022,6.99
SE,RJ,-22.88679849999997,-42.0296342,29/06/2021,6.598
SE,SP,-23.5863688,-46.5576728,23/11/2021,6.599
SE,MG,-16.37216779999997,-46.9025828,27/10/2021,7.199
S,PR,-23.54106559999997,-51.4439779,21/06/2022,7.47
SE,MG,-21.2519634,-44.99533700000001,30/06/2022,7.64
SE,MG,-19.94172499999997,-44.047381,19/04/2022,7.49
SE,ES,-20.30570399999997,-40.2961959,23/06/2020,3.999
CO,MT,-16.06898489999997,-54.3237967,15/06/2020,3.769
NE,PI,-2.903792099999975,-41.7542444,27/02/2020,4.93
CO,GO,-16.6537238,-49.3284108,03/02/2021,4.94
NE,PE,-8.0648654,-34.8961585,20/07/2021,5.899
SE,MG,-19.47528499999997,-44.27530829999999,13/05/2020,3.977
SE,SP,-23.65278669999998,-46.44063,28/02/2022,6.29
S,RS,-28.38892079999997,-53.9043077,09/06/2020,3.899
N,TO,-5.169446799999974,-47.31508700000001,08/06/2021,5.759
NE,AL,-9.3862902,-37.9777964,01/11/2021,7.174
NE,BA,-12.2548437,-38.9250517,13/05/2021,5.67
NE,CE,-3.7469656,-38.4983524,27/10/2020,4.68
SE,SP,-22.1828345,-47.3686471,01/07/2020,3.799
NE,RN,-5.171534799999975,-37.3399443,15/04/2020,4.29
S,RS,-30.08121419999997,-51.0720392,19/01/2022,6.47
S,RS,-32.0291226,-52.0970544,17/08/2020,4.39
CO,MT,-15.65791379999997,-56.1354644,10/03/2022,6.79
S,PR,-25.54724709999997,-49.18530239999999,24/02/2021,4.899
S,RS,-3.753750299999975,-37.9898934,29/07/2021,5.759
SE,MG,-19.62465269999997,-43.21835910000001,08/02/2022,7.34
SE,SP,-22.96016569999997,-49.8467681,17/01/2022,6.35
CO,MT,-11.85421099999997,-55.49705789999999,20/05/2020,3.859
SE,MG,-18.89496889999997,-48.2713694,16/12/2021,6.65
NE,MA,-3.662504899999975,-45.3878414,27/04/2020,4.289
SE,SP,-21.29589299999997,-50.35808609999999,24/03/2021,5.599
CO,GO,-17.7641606,-48.623884,01/08/2021,5.879
S,SC,-27.63508559999998,-48.6669875,05/01/2021,4.599
S,SC,-26.7860725,-50.9714776,10/11/2021,6.599
S,SC,-27.5946058,-48.5487397,02/07/2020,4.279
CO,GO,-17.88801319999997,-51.7248641,21/02/2022,6.87
SE,SP,-22.65310319999998,-50.4262727,13/04/2022,6.48
NE,BA,-14.80997989999998,-39.2809176,21/07/2020,4.57
S,RS,-29.9347267,-51.08800230000001,16/02/2022,6.09
SE,ES,-18.41602899999997,-40.37382119999999,11/08/2020,4.35
SE,SP,-23.529194,-47.1373708,28/02/2020,4.299
SE,SP,-21.28161509999997,-50.3327165,17/12/2021,6.549
SE,SP,-22.88783249999997,-47.16358479999999,17/05/2021,5.299
S,PR,-23.38549749999997,-51.1336999,20/09/2021,6.099
SE,RJ,-22.82122099999997,-42.98666469999999,11/08/2021,6.196
S,RS,-30.04807859999998,-51.2214888,07/02/2021,4.999
NE,AL,-9.750366399999974,-36.6586289,07/06/2021,5.94
S,SC,-27.00622109999997,-48.5976401,24/03/2021,5.399
SE,SP,-21.18674799999998,-47.7899365,03/11/2020,3.999
NE,PE,-8.061120499999976,-34.90708559999999,09/08/2021,5.869
CO,MT,-15.57470369999997,-56.0760652,19/04/2022,6.97
SE,SP,-20.39302419999997,-49.9338011,04/05/2022,6.89
S,RS,-30.05555319999998,-51.10546859999999,18/01/2021,4.799
SE,SP,-20.27235039999998,-50.55196979999999,16/02/2022,6.77
S,SC,-26.7824269,-51.0438467,22/11/2021,6.799
NE,CE,-3.803175399999974,-38.554779,10/11/2021,6.97
SE,SP,-20.40717489999997,-49.9696142,22/01/2020,4.48
SE,SP,-23.16639469999998,-45.8896187,07/12/2021,6.249
SE,RJ,-21.46339439999997,-41.1099225,01/07/2020,4.699
SE,SP,-21.13240799999997,-47.9925157,13/05/2022,6.9
SE,SP,-22.01048019999998,-47.4210524,02/05/2022,6.89
NE,CE,-7.230640499999974,-39.4050888,10/03/2021,5.659
SE,SP,-22.96525139999997,-46.5438813,20/10/2021,5.783
S,PR,-23.25850269999997,-51.163047,03/03/2021,4.96
CO,MS,-20.45332579999998,-54.6180132,25/05/2021,5.539
CO,DF,-15.8413558,-48.03826189999999,06/01/2021,4.659
SE,MG,-21.75890309999997,-43.3449307,08/06/2020,4.299
NE,PE,-8.019488699999973,-34.9157188,30/06/2020,4.199
SE,SP,-22.65255849999997,-50.4130143,21/03/2021,5.499
CO,GO,-16.24767979999998,-47.9156825,23/06/2021,5.899
SE,MG,-19.7335537,-45.2542374,16/12/2021,6.897
SE,SP,-22.86561479999997,-47.21715349999999,24/02/2020,4.299
SE,SP,-20.7592603,-47.4000357,22/01/2020,4.49
S,SC,-28.94364549999997,-49.50211230000001,21/07/2021,5.579
CO,GO,-16.71183819999997,-49.25063209999999,13/01/2022,6.99
SE,MG,-20.66647149999998,-43.7955121,08/12/2021,7.298
N,PA,-1.9341318,-54.7326224,09/03/2021,6.19
NE,BA,-14.2194046,-42.7796735,14/01/2020,4.899
SE,SP,-22.904683,-49.5279996,30/03/2022,6.89
SE,RJ,-22.75672409999997,-43.4037181,27/12/2021,7.189
SE,SP,-22.7562101,-47.4035563,13/07/2021,5.297
SE,ES,-19.39359389999997,-40.0636335,19/01/2022,6.89
S,PR,-25.5333888,-49.1904301,07/09/2021,5.699
CO,DF,-15.9261438,-48.1063368,30/01/2020,4.289
SE,RJ,-22.73466449999998,-43.3852806,14/06/2022,7.59
S,PR,-26.2221005,-51.0935071,22/06/2020,3.69
SE,MG,-17.85736999999997,-41.5147593,22/01/2020,4.899
SE,SP,-21.76157089999997,-48.18051310000001,26/07/2021,5.369
SE,SP,-21.75849369999998,-48.1773973,27/04/2020,4.099
SE,SP,-23.68843159999998,-45.4391788,07/03/2022,6.59
NE,CE,-3.722662999999975,-38.5306401,29/12/2021,6.66
SE,SP,-20.797589,-49.5019141,15/12/2021,6.199
N,AM,-3.088371699999974,-60.0464324,15/03/2021,5.39
S,RS,-29.67058139999997,-51.1283312,13/01/2022,6.25
S,RS,-31.72716189999998,-52.3399077,01/02/2022,6.89
CO,MT,-15.61669859999997,-56.1109804,17/08/2020,4.177
SE,SP,-22.9020189,-47.2282278,21/06/2021,5.259
S,PR,-23.38565969999997,-51.9273286,23/08/2021,5.95
SE,SP,-21.86925999999998,-51.8469651,16/06/2020,3.73
SE,SP,-23.50455309999997,-46.3241808,02/02/2022,5.94
NE,SE,-10.9011698,-37.1412783,06/01/2020,4.69
N,PA,-1.442278499999974,-48.4692467,01/12/2020,4.499
N,TO,-10.211308,-48.3589086,21/12/2021,6.769
S,PR,-23.28807589999998,-51.1242105,18/01/2021,4.39
SE,MG,-14.23290769999997,-40.280834,15/01/2020,4.899
CO,GO,-17.66263819999998,-51.1558263,05/08/2020,4.399
CO,GO,-16.63146199999997,-49.38595729999999,03/05/2022,7.57
NE,BA,-16.37437589999998,-39.5848696,11/08/2021,6.399
N,AC,-9.987772199999975,-67.8462459,02/12/2020,4.99
SE,SP,-23.49784559999997,-46.3958199,17/11/2020,3.999
SE,RJ,-22.86910879999998,-43.7668651,18/05/2022,8.39
NE,PB,-7.111679199999999,-34.8589676,12/02/2020,4.099
CO,GO,-16.0708561,-47.9824533,27/12/2021,6.499
CO,GO,-15.5473299,-47.3375834,09/05/2021,5.899
NE,BA,-13.8612476,-40.0703582,25/05/2022,7.79
S,SC,-27.58899219999998,-48.5768314,10/12/2020,4.375
S,PR,-23.77172249999997,-53.3005119,10/06/2020,3.79
S,RS,-28.64369789999998,-53.598018,08/03/2022,6.88
SE,RJ,-22.92479119999998,-43.2054169,03/03/2020,4.949
SE,SP,-22.9570569,-46.5403355,28/05/2020,3.887
SE,SP,-23.48245619999998,-46.4150078,17/03/2022,6.99
N,AM,-3.106734399999974,-60.02344259999999,30/08/2021,5.998
SE,SP,-22.86399769999997,-47.2090833,26/04/2021,5.199
CO,GO,-16.7223313,-49.2717389,23/05/2022,7.65
NE,BA,-12.95272889999997,-38.4429104,05/05/2020,3.79
SE,SP,-23.5110315,-47.4882762,14/03/2022,6.89
SE,SP,-21.93194159999997,-50.51339060000001,10/06/2020,3.779
CO,MT,-15.63837449999998,-56.10880090000001,10/08/2020,4.277
SE,SP,-21.77208069999997,-46.7056907,18/03/2020,3.999
SE,SP,-22.39909459999997,-46.9631573,02/01/2020,4.399
NE,BA,-12.9838631,-38.4836207,09/03/2022,7.79
SE,SP,-23.01176249999997,-46.8381886,23/12/2021,6.299
N,AM,-3.027745399999974,-59.9612757,11/05/2020,4.25
S,PR,-25.5399121,-49.1902719,24/03/2021,5.299
SE,RJ,-22.83277339999998,-43.0765683,17/03/2021,5.999
SE,MG,-22.2246608,-45.9223922,22/04/2020,4.188
SE,SP,-23.16210949999997,-45.895247,20/04/2022,6.69
NE,PE,-7.592975399999975,-40.4050569,06/04/2020,4.49
CO,GO,-17.91966229999997,-51.72889439999999,03/02/2020,4.899
SE,SP,-22.75346919999997,-47.40223810000001,16/12/2021,6.59
SE,RJ,-21.87489499999997,-42.6672225,12/05/2020,4.559
SE,SP,-22.94718129999998,-46.5569557,01/07/2020,3.599
SE,SP,-22.36623649999997,-47.34861,17/01/2022,5.99
NE,CE,-3.736600699999975,-38.5694774,11/07/2021,5.699
NE,CE,-3.862900799999975,-38.6264779,07/01/2021,4.75
SE,SP,-23.62368219999998,-45.4129785,31/05/2022,6.99
N,AC,-9.942098499999974,-67.79466099999999,06/07/2021,6.3
SE,SP,-22.65114219999997,-50.4239224,18/07/2021,5.799
S,SC,-28.44550449999998,-48.7992223,05/04/2021,5.199
SE,MG,-19.5229897,-42.624449,25/05/2020,3.996
SE,SP,-23.25561229999998,-47.2923367,25/05/2022,6.89
SE,RJ,-22.47675839999997,-43.17210919999999,28/12/2021,7.699
SE,SP,-23.62558219999998,-46.782808,20/04/2020,3.999
CO,GO,-18.40046789999997,-49.23852249999999,07/02/2022,6.89
SE,MG,-21.80869709999997,-46.55040169999999,10/03/2020,4.75
SE,RJ,-22.79907659999997,-43.4163399,15/02/2022,7.49
CO,MT,-15.6112535,-56.1287446,08/06/2021,5.799
SE,SP,-23.193648,-46.8047036,04/05/2022,7.24
S,RS,-31.75780789999997,-52.3118395,03/01/2020,4.819
SE,MG,-19.77758299999997,-47.9265356,22/03/2022,7.69
S,RS,-28.41602649999997,-54.9634727,23/08/2021,6.389
NE,CE,-6.3658341,-39.3011636,02/02/2022,6.99
CO,DF,-15.8104368,-48.04315500000001,21/04/2021,5.399
N,TO,-10.1593265,-48.3115531,29/01/2020,4.76
N,AP,0.0636452,-51.0527626,02/09/2021,5.11
CO,MS,-20.43483629999997,-54.6195731,08/06/2020,3.899
SE,SP,-21.25958309999998,-48.4817251,07/12/2021,6.499
N,AM,-3.118033899999975,-60.00578689999999,15/03/2021,5.17
S,PR,-23.54106559999997,-51.4439779,21/07/2021,5.87
SE,SP,-21.8002268,-48.1855761,05/07/2021,5.699
NE,PE,-8.3961724,-35.0120544,29/01/2020,4.599
SE,SP,-23.54219539999998,-46.86916309999999,12/05/2020,3.699
SE,SP,-22.94097239999997,-46.6954372,25/05/2022,6.99
N,AC,-7.631130799999972,-72.66324039999999,11/08/2020,5.459
NE,PE,-8.344158399999975,-36.4271556,30/08/2021,5.998
SE,SP,-23.52853929999997,-46.78017380000001,09/03/2021,4.899
NE,MA,-2.558335699999974,-44.24119570000001,27/02/2020,4.29
S,SC,-26.77818229999997,-50.9980874,03/03/2020,4.449
S,RS,-30.34365949999998,-54.324769,27/04/2022,7.24
S,SC,-27.1008298,-52.6270359,28/07/2020,3.949
S,SC,-28.6789128,-49.3335936,15/06/2021,5.459
SE,SP,-22.81004789999997,-47.2710368,21/12/2021,6.297
SE,ES,-20.33017679999998,-40.3561026,23/12/2020,4.26
SE,SP,-23.52001639999997,-46.3144998,01/06/2021,5.199
SE,MG,-19.85593429999997,-43.9332956,15/06/2021,5.795
S,RS,-29.83297099999998,-51.1655727,28/01/2021,3.999
SE,SP,-20.78267199999998,-49.39364499999999,01/03/2021,4.79
SE,SP,-23.4742945,-47.4750701,21/03/2021,5.399
SE,SP,-22.9750158,-49.8636859,15/07/2020,4.119
SE,MG,-19.77233969999997,-47.9237849,11/01/2022,6.89
SE,SP,-23.19242719999997,-46.8789609,06/05/2021,5.099
SE,SP,-21.93194159999997,-50.51339060000001,15/01/2020,4.499
SE,SP,-22.64208969999997,-50.4051556,26/02/2020,4.399
S,RS,-27.6403561,-52.3028165,01/06/2020,3.99
S,PR,-25.44955709999997,-49.2627142,28/07/2021,5.299
CO,MT,-9.8644503,-56.080755,04/01/2022,6.99
NE,PE,-8.004341199999974,-34.888658,09/06/2020,3.759
SE,MG,-20.1840063,-44.3803721,25/04/2021,5.579
SE,SP,-22.90624909999998,-47.2179683,25/03/2020,4.199
CO,GO,-16.25575959999997,-47.95792059999999,12/05/2022,7.46
NE,BA,-12.9833688,-38.450224,30/03/2020,4.477
SE,SP,-23.64321869999997,-46.4932823,26/04/2021,5.249
S,RS,-30.13515539999998,-51.2060802,05/02/2020,4.799
S,RS,-29.63708179999998,-50.955697,15/06/2020,3.799
S,PR,-23.30770299999998,-51.1614487,13/04/2022,7.09
SE,RJ,-22.53293609999997,-44.18800470000001,19/08/2021,6.749
SE,ES,-20.3078246,-40.3524009,12/11/2020,4.199
S,PR,-25.3472026,-49.1720853,23/02/2021,4.899
SE,MG,-19.96559919999997,-44.1796956,01/06/2021,5.79
SE,RJ,-22.5194105,-43.1880338,31/05/2021,6.399
S,RS,-28.6176508,-53.5710043,12/08/2020,4.199
S,SC,-27.1008298,-52.6270359,08/06/2022,6.94
N,AC,-10.01142329999998,-67.7875936,03/01/2022,6.98
SE,RJ,-23.00910209999997,-44.3179174,19/05/2020,4.65
SE,SP,-21.2139693,-50.4380009,09/03/2021,5.599
S,SC,-27.8207474,-48.5887875,01/06/2020,3.999
SE,MG,-20.0146663,-48.9361128,30/03/2020,4.779
S,SC,-28.68698249999997,-49.32719700000001,21/07/2021,5.578
CO,GO,-15.5463792,-47.3363995,04/03/2020,4.649
SE,SP,-23.52001639999997,-46.3144998,20/04/2020,3.899
SE,MG,-20.91293669999997,-46.963738,01/04/2020,4.949
CO,MT,-15.5794224,-56.0980615,11/01/2022,6.33
S,SC,-26.770494,-51.00140039999999,24/01/2022,6.79
S,RS,-31.73940269999996,-52.3435147,11/05/2022,7.4
SE,MG,-21.1130905,-42.3390545,07/02/2022,7.24
S,PR,-23.30770299999998,-51.1614487,11/05/2021,5.49
SE,SP,-21.86982019999997,-51.83662469999999,16/06/2020,3.889
SE,SP,-23.94278749999997,-46.3186924,13/10/2021,5.894
SE,SP,-21.79474239999997,-48.18427130000001,17/08/2021,5.579
SE,SP,-23.18509429999997,-46.8858353,25/05/2022,6.69
SE,SP,-21.66977889999998,-49.7486967,08/07/2020,3.859
SE,SP,-23.5794068,-46.5210757,07/01/2021,4.397
N,RO,-8.749083799999974,-63.89295809999999,29/06/2020,4.07
NE,BA,-12.23004019999997,-38.9321855,27/07/2021,5.99
S,RS,-28.39371009999997,-53.9217668,24/09/2021,6.349
SE,MG,-21.78557779999997,-46.5725877,10/11/2021,6.899
S,RS,-28.39371009999997,-53.9217668,30/05/2022,6.89
