regiao,latitude,longitude,dataColeta,valorVenda,diesel,dieselS10,etanol,gasolina,gasolinaAditivada,gnv
SE,-20.462496,-45.4359782,23/11/2021,7.179,0,0,0,1,0,0
SE,-22.72234949999998,-47.31746099999999,21/04/2021,5.577,0,0,0,0,1,0
SE,-22.81004789999997,-47.2710368,02/11/2021,5.097,0,0,1,0,0,0
SE,-23.66041939999998,-46.4677148,08/03/2021,4.199,0,0,1,0,0,0
NE,-5.835261199999975,-35.22537119999999,10/08/2021,6.15,0,0,0,1,0,0
S,-29.8436994,-51.1471185,04/03/2021,5.599,0,0,0,0,1,0
SE,-19.48248209999997,-44.2522092,16/08/2021,4.399,1,0,0,0,0,0
SE,-23.5526467,-46.5210757,26/01/2021,4.149,0,0,0,1,0,0
CO,-15.607977,-56.0215146,03/08/2021,5.859,0,0,0,0,1,0
SE,-23.65516339999997,-46.5701671,12/07/2021,5.699,0,0,0,1,0,0
N,-10.0105084,-67.83423739999999,21/09/2021,5.69,0,0,1,0,0,0
SE,-15.48883799999997,-44.3621788,01/12/2021,7.29,0,0,0,1,0,0
SE,-22.03205589999998,-47.8605597,12/04/2021,3.729,0,0,1,0,0,0
SE,-23.19576649999997,-47.27501309999999,24/05/2021,4.249,1,0,0,0,0,0
S,-27.81082799999997,-50.3126162,28/12/2021,6.559,0,0,0,1,0,0
NE,-10.843887,-37.06598109999999,17/03/2021,5.995,0,0,0,0,1,0
SE,-19.9122803,-43.92661289999999,31/08/2021,6.393,0,0,0,0,1,0
NE,-12.14484799999997,-44.9900271,16/12/2021,5.699,0,1,0,0,0,0
SE,-20.7001777,-44.8095996,23/08/2021,4.68,1,0,0,0,0,0
SE,-21.21439239999997,-50.4370248,12/01/2021,3.779,1,0,0,0,0,0
NE,-3.682350799999975,-40.3464146,23/07/2021,4.879,0,1,0,0,0,0
NE,-14.79218709999997,-39.0483432,01/11/2021,5.67,0,0,1,0,0,0
SE,-20.48598569999998,-47.4082883,18/10/2021,4.799,1,0,0,0,0,0
SE,-21.26085199999997,-48.3154578,22/06/2021,3.999,0,0,1,0,0,0
SE,-23.2035755,-46.8363626,22/04/2021,4.144,0,1,0,0,0,0
S,-27.58948639999997,-48.61375719999999,14/09/2021,5.998,0,0,0,1,0,0
SE,-22.7125343,-42.6354634,22/11/2021,5.199,0,0,0,0,0,1
SE,-21.1180042,-42.9319657,25/10/2021,6.889,0,0,0,0,1,0
SE,-22.91479759999998,-43.210947,02/11/2021,6.598,0,0,1,0,0,0
SE,-20.22671419999997,-40.2689135,23/11/2021,6.799,0,0,0,1,0,0
SE,-21.78504489999998,-46.5582412,22/11/2021,7.097,0,0,0,0,1,0
NE,-3.827917499999974,-38.4990315,18/07/2021,4.779,0,1,0,0,0,0
S,-29.91737739999997,-51.04692819999999,01/12/2021,5.169,0,1,0,0,0,0
S,-26.06962389999997,-53.0359921,20/12/2021,4.97,1,0,0,0,0,0
S,-27.00622109999997,-48.5976401,04/07/2021,4.399,0,1,0,0,0,0
NE,-9.397958899999999,-40.4923608,18/08/2021,5.359,0,0,1,0,0,0
SE,-21.93194159999997,-50.51339060000001,02/06/2021,5.799,0,0,0,1,0,0
SE,-23.29046289999997,-45.9546907,04/08/2021,3.899,0,0,1,0,0,0
SE,-23.0104805,-46.9872581,29/12/2021,5.299,0,1,0,0,0,0
CO,-16.719338,-49.3056932,11/11/2021,5.49,1,0,0,0,0,0
SE,-23.58191149999998,-46.8388204,23/08/2021,5.249,0,0,0,1,0,0
N,-1.722301799999974,-48.87078959999999,15/08/2021,4.65,1,0,0,0,0,0
SE,-21.26248859999997,-48.3152455,08/09/2021,5.999,0,0,0,1,0,0
CO,-15.8727742,-48.0280505,06/04/2021,4.599,0,0,1,0,0,0
N,-1.372313,-48.4095026,16/03/2021,4.14,0,1,0,0,0,0
CO,-16.64633189999997,-49.23848839999999,20/10/2021,5.1,1,0,0,0,0,0
SE,-23.1099711,-47.2102764,12/10/2021,5.092,0,1,0,0,0,0
SE,-23.19838989999998,-46.8716444,27/10/2021,4.969,0,0,1,0,0,0
SE,-21.18174629999998,-47.7650751,19/05/2021,5.299,0,0,0,0,1,0
S,-25.3897206,-49.1853689,26/05/2021,4.259,1,0,0,0,0,0
SE,-23.55077059999998,-46.511136,21/10/2021,4.499,0,0,1,0,0,0
SE,-22.2242553,-43.70466529999999,23/12/2021,5.39,0,1,0,0,0,0
SE,-21.53383849999998,-42.637687,27/07/2021,4.499,0,1,0,0,0,0
S,-29.76451219999997,-51.1345865,10/06/2021,4.329,0,1,0,0,0,0
NE,-14.2027983,-42.7808776,14/02/2021,5.357,0,0,0,0,1,0
NE,-3.776950599999974,-38.6216687,15/09/2021,6.089,0,0,0,0,1,0
SE,-23.00275709999998,-46.8458098,29/06/2021,5.199,0,0,0,1,0,0
NE,-12.99902839999997,-38.44745509999999,10/03/2021,6.199,0,0,0,0,1,0
SE,-20.2665064,-50.5460387,03/08/2021,5.949,0,0,0,0,1,0
S,-29.91380699999997,-51.17744260000001,19/05/2021,5.299,0,0,1,0,0,0
SE,-22.6384614,-50.4036899,04/04/2021,5.499,0,0,0,1,0,0
SE,-22.97243299999997,-46.9917884,22/07/2021,5.399,0,0,0,1,0,0
SE,-22.70850329999998,-42.620696,12/05/2021,6.159,0,0,0,0,1,0
SE,-22.72548549999997,-43.37074249999999,13/09/2021,4.519,0,1,0,0,0,0
CO,-16.69262529999997,-49.26782079999999,02/09/2021,4.64,0,0,1,0,0,0
N,-3.062021599999974,-59.97573490000001,08/12/2021,6.792,0,0,0,0,1,0
SE,-20.89225689999997,-45.256313,30/11/2021,5.499,1,0,0,0,0,0
SE,-23.21807709999997,-46.8465775,06/05/2021,3.949,0,0,1,0,0,0
SE,-19.74817719999998,-47.9372001,14/06/2021,4.539,0,1,0,0,0,0
CO,-15.54701669999997,-56.0537494,06/04/2021,4.34,1,0,0,0,0,0
S,-27.60590309999997,-48.6347879,28/07/2021,5.796,0,0,0,0,1,0
S,-23.38549749999997,-51.1336999,08/11/2021,6.599,0,0,0,1,0,0
NE,-12.12861969999998,-45.0158467,15/12/2021,6.699,0,0,0,1,0,0
SE,-18.96609849999997,-49.4708311,22/04/2021,5.899,0,0,0,0,1,0
NE,-13.010099,-38.5092989,12/07/2021,5.91,0,0,0,0,1,0
S,-28.94364549999997,-49.50211230000001,12/04/2021,4.799,0,0,1,0,0,0
CO,-15.57470369999997,-56.0987344,20/07/2021,6.269,0,0,0,0,1,0
SE,-19.30614119999998,-40.0605419,13/10/2021,5.59,0,0,1,0,0,0
SE,-22.71518149999998,-47.6576046,03/05/2021,3.599,0,0,1,0,0,0
SE,-19.4673703,-44.2467169,06/09/2021,6.24,0,0,0,1,0,0
SE,-23.96789099999997,-46.3290946,06/06/2021,4.999,0,1,0,0,0,0
S,-5.152973900000001,-34.8624166,05/04/2021,4.199,0,0,1,0,0,0
N,1.5528426,-54.4855497,24/03/2021,4.98,0,1,0,0,0,0
SE,-19.39359389999997,-40.0636335,15/12/2021,4.99,1,0,0,0,0,0
S,-25.51009259999998,-49.1760889,07/04/2021,3.599,0,0,1,0,0,0
SE,-21.9992824,-47.9000279,16/12/2021,5.549,0,1,0,0,0,0
NE,-2.903792099999975,-41.7542444,08/12/2021,5.85,1,0,0,0,0,0
S,-28.4775042,-49.0070494,21/07/2021,3.999,0,0,0,0,0,1
SE,-23.52069799999997,-46.30039039999999,17/05/2021,5.579,0,0,0,1,0,0
SE,-18.94723009999997,-48.2286757,21/03/2021,5.799,0,0,0,1,0,0
SE,-21.78807339999997,-46.5461014,22/11/2021,5.399,1,0,0,0,0,0
SE,-23.53107279999998,-46.7820007,24/01/2021,4.097,0,0,0,1,0,0
S,-27.8558858,-54.4287424,19/07/2021,4.61,1,0,0,0,0,0
S,-28.46322579999997,-48.7836135,22/12/2021,6.389,0,0,0,1,0,0
SE,-23.51007819999997,-46.89090119999999,20/07/2021,5.368,0,0,0,1,0,0
SE,-22.79907659999997,-43.4163399,01/02/2021,4.299,0,0,1,0,0,0
SE,-23.52770249999998,-46.19257499999999,13/12/2021,6.199,0,0,0,0,1,0
NE,-8.113958099999973,-35.0227252,15/02/2021,4.85,0,0,0,1,0,0
N,-3.117678699999974,-58.4293577,14/06/2021,4.85,1,0,0,0,0,0
NE,-7.212072899999972,-39.32277609999999,17/02/2021,3.969,0,0,1,0,0,0
NE,-7.557852499999974,-34.9889394,30/11/2021,5.19,0,0,1,0,0,0
SE,-22.7944124,-43.3762199,26/10/2021,7.299,0,0,0,0,1,0
CO,-15.6168225,-56.0720408,30/09/2021,5.347,1,0,0,0,0,0
NE,-14.2085649,-42.7686737,30/11/2021,5.129,0,0,1,0,0,0
NE,-2.897128199999975,-41.7290605,21/06/2021,4.999,0,1,0,0,0,0
S,-28.93934769999997,-49.4969303,06/07/2021,4.399,0,1,0,0,0,0
S,-30.04624579999997,-51.1947339,14/01/2021,4.919,0,0,0,0,1,0
SE,-22.73693429999997,-47.3693305,12/01/2021,4.199,0,0,0,0,1,0
SE,-23.2665528,-47.2783385,05/10/2021,5.699,0,0,0,1,0,0
SE,-18.91167159999998,-48.2192038,04/03/2021,5.579,0,0,0,1,0,0
S,-29.82451379999997,-51.1586898,25/11/2021,6.829,0,0,0,1,0,0
S,-31.30031589999997,-54.1100776,23/11/2021,5.884,1,0,0,0,0,0
S,-24.92704459999997,-53.4305872,24/01/2021,3.53,1,0,0,0,0,0
N,-8.7644877,-63.8835257,15/08/2021,4.999,0,0,1,0,0,0
SE,-23.51789179999998,-46.61228440000001,11/11/2021,5.799,0,1,0,0,0,0
SE,-22.6664298,-50.4324309,20/12/2021,4.499,0,0,1,0,0,0
S,-28.4775042,-49.0070494,29/12/2021,5.199,1,0,0,0,0,0
S,-26.47743509999997,-49.04469049999999,02/11/2021,6.988,0,0,0,0,1,0
N,-2.999342699999974,-59.9136591,21/02/2021,4.99,0,0,0,1,0,0
NE,-3.811637699999974,-38.5244616,15/11/2021,4.899,0,0,0,0,0,1
S,-25.5333888,-49.1904301,17/02/2021,3.499,0,0,1,0,0,0
SE,-21.48667489999998,-47.00547110000001,28/09/2021,5.759,0,0,0,1,0,0
S,-26.3200775,-48.8384041,06/09/2021,4.199,0,0,0,0,0,1
S,-30.13410899999997,-51.321828,31/08/2021,6.489,0,0,0,0,1,0
N,-9.979050999999975,-67.836175,08/08/2021,6.34,0,0,0,1,0,0
SE,-23.20687939999997,-46.8741618,21/07/2021,5.499,0,0,0,0,1,0
NE,-5.838943799999975,-35.20662859999999,14/12/2021,5.99,0,1,0,0,0,0
SE,-23.54355789999997,-46.6544295,05/07/2021,6.899,0,0,0,0,1,0
S,-25.54356139999997,-49.2043949,21/04/2021,5.299,0,0,0,1,0,0
SE,-23.25620339999998,-47.29776369999999,25/05/2021,5.279,0,0,0,1,0,0
SE,-23.485443,-46.5508461,26/10/2021,6.399,0,0,0,0,1,0
N,-8.7521921,-63.9024349,05/10/2021,6.09,0,0,0,1,0,0
CO,-11.86141499999997,-55.5128989,24/03/2021,5.849,0,0,0,0,1,0
CO,-15.8413558,-48.03826189999999,24/02/2021,3.999,0,0,1,0,0,0
NE,-3.816903099999974,-38.614033,13/05/2021,4.78,0,0,1,0,0,0
SE,-20.9331,-49.5574942,06/09/2021,4.949,1,0,0,0,0,0
SE,-21.97818709999997,-46.795434,20/12/2021,6.399,0,0,0,1,0,0
SE,-21.21355999999997,-41.879659,01/08/2021,6.529,0,0,0,1,0,0
SE,-22.87719679999998,-47.19878469999999,27/01/2021,4.299,0,0,0,1,0,0
N,-3.0449219,-60.01378359999999,27/12/2021,5.49,0,0,1,0,0,0
SE,-22.58653369999998,-47.3915715,30/11/2021,5.299,0,1,0,0,0,0
SE,-23.67907659999997,-45.4384728,07/06/2021,4.399,0,0,1,0,0,0
SE,-21.26460929999998,-50.3317075,05/08/2021,4.489,1,0,0,0,0,0
SE,-19.96571529999997,-44.1932251,21/06/2021,4.499,0,1,0,0,0,0
CO,-15.9025919,-48.0618361,26/07/2021,5.889,0,0,0,0,1,0
SE,-21.78453959999997,-46.55020080000001,14/03/2021,4.499,0,1,0,0,0,0
NE,-5.162094699999974,-42.7928221,07/07/2021,4.699,1,0,0,0,0,0
SE,-21.577024,-41.0608234,31/08/2021,6.55,0,0,0,1,0,0
SE,-23.5100528,-46.4980474,09/06/2021,5.799,0,0,0,0,1,0
SE,-22.21491649999997,-49.6521918,13/10/2021,5.899,0,0,0,0,1,0
SE,-21.28297389999997,-50.3097219,03/02/2021,4.6,0,0,0,0,1,0
NE,-3.148678199999975,-39.4399945,06/12/2021,6.069,0,1,0,0,0,0
NE,-3.762798299999975,-38.5518033,22/08/2021,6.19,0,0,0,0,1,0
NE,-7.998145299999972,-34.8465393,10/08/2021,5.77,0,0,0,1,0,0
NE,-8.023191299999974,-34.8938929,28/12/2021,5.09,0,0,1,0,0,0
NE,-7.975287799999999,-34.833441,13/04/2021,5.599,0,0,0,0,1,0
SE,-19.92470589999997,-44.0305672,10/08/2021,5.889,0,0,0,1,0,0
S,-25.40731489999997,-49.2708218,15/02/2021,3.599,0,1,0,0,0,0
SE,-23.60180329999998,-46.5568566,30/03/2021,3.899,1,0,0,0,0,0
SE,-22.74745639999998,-43.4446336,25/01/2021,5.199,0,0,0,0,1,0
SE,-23.5172488,-46.6699305,14/10/2021,5.399,0,0,1,0,0,0
NE,-3.750766999999974,-38.4976034,18/07/2021,4.79,0,1,0,0,0,0
CO,-16.25575959999997,-47.95792059999999,25/11/2021,5.369,0,0,1,0,0,0
CO,-22.2281069,-54.75680209999999,15/12/2021,5.25,1,0,0,0,0,0
SE,-22.83580229999998,-47.15784960000001,18/10/2021,6.189,0,0,0,0,1,0
CO,-16.6400302,-49.5225509,13/12/2021,5.49,0,1,0,0,0,0
NE,-11.5199982,-37.5108091,10/08/2021,4.99,0,0,1,0,0,0
S,-30.08121419999997,-51.0720392,22/12/2021,6.897,0,0,0,1,0,0
SE,-23.11327209999997,-48.89929739999999,08/11/2021,5.499,0,1,0,0,0,0
SE,-20.79113209999998,-49.39205320000001,28/01/2021,3.999,0,1,0,0,0,0
N,-3.084691099999975,-60.0593513,21/06/2021,4.55,1,0,0,0,0,0
S,-32.04573369999997,-52.10750089999999,21/07/2021,4.579,1,0,0,0,0,0
NE,-12.26023399999997,-38.9413409,20/07/2021,4.64,0,1,0,0,0,0
S,-30.04352769999998,-51.2127562,16/06/2021,4.299,0,1,0,0,0,0
N,-3.106734399999974,-60.02344259999999,08/11/2021,5.379,0,1,0,0,0,0
SE,-21.9992824,-47.9000279,25/10/2021,6.149,0,0,0,0,1,0
N,-1.722887599999975,-48.8797856,14/12/2021,5.45,0,1,0,0,0,0
SE,-23.54132269999997,-46.3064467,19/01/2021,4.699,0,0,0,0,1,0
SE,-22.82914679999997,-43.00185739999999,15/09/2021,6.699,0,0,0,0,1,0
S,-25.43655669999998,-49.2428763,12/01/2021,2.799,0,0,0,0,0,1
N,-10.175473,-48.3247648,20/06/2021,4.34,1,0,0,0,0,0
S,-23.25786799999997,-51.1490515,28/04/2021,4.39,0,0,1,0,0,0
S,-28.93962579999998,-49.48994699999999,01/03/2021,4.249,0,1,0,0,0,0
SE,-20.54404789999997,-48.5730687,07/04/2021,3.319,0,0,1,0,0,0
CO,-15.58261389999997,-56.08932600000001,23/08/2021,4.599,0,0,1,0,0,0
SE,-23.02447579999997,-45.5382173,14/09/2021,4.479,1,0,0,0,0,0
S,-27.48969129999997,-48.6528662,30/03/2021,4.269,0,0,1,0,0,0
CO,-16.3235646,-48.955744,13/10/2021,6.449,0,0,0,1,0,0
CO,-15.65791379999997,-56.1354644,27/07/2021,5.699,0,0,0,1,0,0
S,-28.4977925,-50.917205,31/08/2021,4.59,0,1,0,0,0,0
NE,-12.827654,-38.3495005,27/07/2021,5.95,0,0,0,1,0,0
SE,-23.27044119999998,-47.3069123,30/11/2021,5.199,0,0,1,0,0,0
SE,-21.21298189999997,-43.7663516,20/10/2021,6.739,0,0,0,0,1,0
SE,-23.52069799999997,-46.30039039999999,01/02/2021,2.999,0,0,0,0,0,1
S,-30.0430915,-51.2039904,14/09/2021,6.688,0,0,0,0,1,0
S,-27.5946058,-48.5487397,16/06/2021,4.999,0,0,1,0,0,0
NE,-5.126591899999975,-42.7815377,23/11/2021,5.679,1,0,0,0,0,0
SE,-19.44609029999998,-44.2256524,31/05/2021,5.85,0,0,0,1,0,0
CO,-15.83396099999997,-48.0068835,19/07/2021,4.699,0,1,0,0,0,0
CO,-17.7470334,-48.6163371,22/08/2021,4.659,0,1,0,0,0,0
S,-29.82803199999998,-51.1379831,02/11/2021,6.659,0,0,0,0,1,0
S,-30.08121419999997,-51.0720392,13/07/2021,4.357,1,0,0,0,0,0
SE,-22.1921414,-41.68097239999999,10/08/2021,6.689,0,0,0,1,0,0
SE,-18.9355829,-48.2938054,22/12/2021,6.799,0,0,0,1,0,0
N,-9.948588099999975,-67.8510265,15/09/2021,5.69,0,1,0,0,0,0
SE,-20.891138,-45.2595123,27/10/2021,5.299,0,0,1,0,0,0
SE,-19.8525992,-43.92460090000001,15/11/2021,6.794,0,0,0,1,0,0
CO,-15.7981323,-47.9276951,28/07/2021,5.989,0,0,0,1,0,0
S,-27.58180189999997,-48.57911900000001,09/06/2021,4.199,1,0,0,0,0,0
SE,-23.26322739999997,-47.2942036,29/08/2021,4.499,0,1,0,0,0,0
S,-23.44372429999997,-51.8991217,05/01/2021,4.49,0,0,0,1,0,0
NE,-7.287712899999974,-38.40323410000001,25/05/2021,5.95,0,0,0,0,1,0
SE,-22.98434949999998,-43.2431859,28/12/2021,7.497,0,0,0,1,0,0
SE,-22.76324419999997,-47.3774436,23/02/2021,5.197,0,0,0,0,1,0
SE,-21.7887472,-48.152963,29/12/2021,4.899,0,0,1,0,0,0
S,-25.5649926,-49.4034033,03/08/2021,5.49,0,0,0,0,1,0
SE,-23.656423,-46.4955262,08/06/2021,5.388,0,0,0,1,0,0
SE,-23.5023447,-46.8356149,29/09/2021,4.899,0,1,0,0,0,0
SE,-22.76104329999997,-43.4152387,23/08/2021,5.699,0,0,1,0,0,0
SE,-23.66272489999998,-46.56237569999999,28/09/2021,6.299,0,0,0,0,1,0
SE,-22.86942549999997,-43.2548939,22/02/2021,5.899,0,0,0,0,1,0
SE,-22.7027534,-43.2836527,24/08/2021,4.199,0,0,0,0,0,1
SE,-21.76856369999997,-48.1642908,10/05/2021,5.299,0,0,0,1,0,0
CO,-15.6156349,-56.0221844,14/04/2021,5.177,0,0,0,1,0,0
S,-23.29817529999998,-50.08020429999999,30/08/2021,4.32,0,1,0,0,0,0
S,-25.39249589999998,-49.25649540000001,21/07/2021,5.499,0,0,0,1,0,0
NE,-8.018507699999999,-34.8930419,27/01/2021,3.599,0,0,1,0,0,0
NE,-12.96238699999997,-38.4006429,31/05/2021,4.85,0,0,1,0,0,0
N,-7.622029399999975,-72.6767086,23/03/2021,6.67,0,0,0,1,0,0
SE,-20.6793787,-44.8218884,18/10/2021,5.04,1,0,0,0,0,0
SE,-21.2519634,-44.99533700000001,02/12/2021,6.959,0,0,0,1,0,0
CO,-15.8939559,-48.0984014,28/04/2021,4.45,0,0,1,0,0,0
N,-9.9612369,-67.7973653,24/11/2021,6.29,0,1,0,0,0,0
SE,-22.31168179999997,-49.0684707,03/08/2021,3.88,0,0,1,0,0,0
SE,-19.96559919999997,-44.1796956,13/12/2021,5.49,0,0,1,0,0,0
SE,-21.99085699999997,-47.4259821,30/08/2021,5.75,0,0,0,1,0,0
SE,-16.67719359999997,-43.7998294,08/12/2021,5.41,1,0,0,0,0,0
SE,-20.63954729999998,-40.4789504,04/05/2021,4.649,0,0,1,0,0,0
SE,-23.02447579999997,-45.5382173,22/09/2021,4.499,0,0,1,0,0,0
CO,-15.63098129999997,-56.0470312,31/03/2021,4.499,0,1,0,0,0,0
SE,-20.29737819999998,-40.2912203,14/04/2021,4.299,0,1,0,0,0,0
NE,-8.064903899999972,-34.9165815,19/04/2021,4.19,0,1,0,0,0,0
SE,-21.12574249999997,-48.9505546,13/12/2021,6.599,0,0,0,1,0,0
SE,-22.5880783,-47.374633,06/10/2021,4.459,0,0,1,0,0,0
S,-30.02737929999997,-52.906468,14/09/2021,6.099,0,0,0,1,0,0
SE,-23.52712299999997,-46.49105489999999,28/10/2021,6.099,0,0,0,0,1,0
SE,-23.53520369999998,-46.2154247,25/05/2021,4.097,0,0,1,0,0,0
NE,-5.853611799999973,-35.2107372,18/08/2021,4.99,0,1,0,0,0,0
SE,-23.10845499999997,-47.2298352,18/07/2021,4.799,0,1,0,0,0,0
SE,-23.52001639999997,-46.3144998,11/10/2021,6.197,0,0,0,0,1,0
NE,-12.827654,-38.3495005,28/09/2021,5.899,0,0,0,1,0,0
SE,-22.40731819999998,-47.5772566,16/12/2021,6.29,0,0,0,1,0,0
S,-25.5461405,-54.5779717,27/12/2021,6.79,0,0,0,0,1,0
S,-26.7924142,-50.9917637,10/11/2021,5.448,0,1,0,0,0,0
SE,-22.9394601,-43.3366323,18/01/2021,3.999,0,0,1,0,0,0
SE,-20.33104879999998,-40.3587098,24/02/2021,4.989,0,0,0,1,0,0
S,-23.32261849999997,-51.167424,11/05/2021,5.32,0,0,0,1,0,0
N,-12.73640749999997,-60.14083849999999,21/09/2021,6.14,0,0,0,1,0,0
SE,-17.86650989999998,-41.5080366,09/08/2021,4.798,0,0,1,0,0,0
SE,-23.00817269999997,-46.8213053,06/10/2021,5.499,0,0,0,1,0,0
SE,-23.51007819999997,-46.89090119999999,05/08/2021,5.367,0,0,0,1,0,0
CO,-20.42626029999997,-54.58721130000001,25/11/2021,5.399,0,0,1,0,0,0
SE,-19.37898449999997,-40.06065,31/08/2021,4.49,0,1,0,0,0,0
SE,-18.9210184,-48.2151001,16/11/2021,5.399,0,1,0,0,0,0
S,-29.86632779999997,-51.1758771,22/04/2021,4.249,0,1,0,0,0,0
SE,-22.92572679999997,-48.4551097,20/06/2021,5.599,0,0,0,1,0,0
NE,-5.356574999999999,-49.0893615,05/08/2021,4.68,1,0,0,0,0,0
S,-28.29008579999997,-52.3479267,11/08/2021,5.89,0,0,1,0,0,0
SE,-22.41424859999998,-42.9706731,26/08/2021,6.569,0,0,0,0,1,0
SE,-21.1056079,-42.9514285,31/01/2021,3.409,0,0,1,0,0,0
SE,-22.64429479999998,-47.1831505,05/09/2021,4.759,0,1,0,0,0,0
N,-8.7622485,-63.89006120000001,10/08/2021,4.65,1,0,0,0,0,0
NE,-8.892985699999974,-36.4872864,25/10/2021,6.199,0,0,0,1,0,0
NE,-7.949342799999998,-36.2118844,08/08/2021,5.999,0,0,0,0,1,0
NE,-2.536720199999975,-44.2858223,24/03/2021,5.209,0,0,0,1,0,0
NE,-8.1142975,-35.276436,20/06/2021,5.59,0,0,0,1,0,0
NE,-5.838461299999976,-35.24529479999999,10/11/2021,5.69,1,0,0,0,0,0
SE,-21.3017544,-50.3416333,10/03/2021,4.349,1,0,0,0,0,0
CO,-15.63098129999997,-56.0470312,17/11/2021,6.879,0,0,0,1,0,0
SE,-23.53368389999997,-46.78916869999999,01/04/2021,5.399,0,0,0,1,0,0
SE,-23.5340985,-46.2031756,26/10/2021,6.499,0,0,0,0,1,0
NE,-3.757106099999975,-38.5590403,04/10/2021,5.259,0,0,1,0,0,0
SE,-23.6653099,-46.4574816,23/11/2021,6.099,0,0,0,1,0,0
SE,-22.31168179999997,-49.0684707,19/01/2021,2.79,0,0,1,0,0,0
S,-27.58180189999997,-48.57911900000001,30/09/2021,5.966,0,0,0,1,0,0
SE,-20.94401909999997,-48.4758618,04/05/2021,5.599,0,0,0,0,1,0
SE,-23.5823339,-46.5620116,25/08/2021,4.849,0,0,1,0,0,0
SE,-23.08524199999997,-47.1836688,11/08/2021,4.699,0,1,0,0,0,0
SE,-18.72432109999997,-47.5051952,22/09/2021,5.199,0,1,0,0,0,0
S,-25.37281209999998,-49.2383471,13/04/2021,3.509,0,0,1,0,0,0
SE,-20.26288919999997,-50.5415661,03/08/2021,5.779,0,0,0,1,0,0
SE,-23.58067419999998,-46.54409,11/10/2021,4.349,0,0,1,0,0,0
SE,-20.54540799999997,-48.55837829999999,10/03/2021,4.999,0,0,0,1,0,0
SE,-22.6548971,-50.41855390000001,11/10/2021,4.299,0,0,1,0,0,0
S,-27.6317997,-52.2749032,17/08/2021,6.198,0,0,0,1,0,0
SE,-19.47203979999998,-42.5443892,31/05/2021,6.216,0,0,0,0,1,0
SE,-23.6158238,-46.5547852,19/04/2021,3.899,0,0,1,0,0,0
S,-30.88867529999997,-55.5314772,17/06/2021,6.039,0,0,0,1,0,0
N,-1.442278499999974,-48.4692467,01/11/2021,5.89,0,1,0,0,0,0
NE,-12.91909669999998,-38.35284040000001,27/06/2021,5.85,0,0,0,0,1,0
SE,-23.50429949999997,-47.47221,12/07/2021,3.999,0,0,1,0,0,0
SE,-22.8944093,-47.0972424,24/05/2021,5.399,0,0,0,1,0,0
S,-30.34961799999997,-54.33316019999999,12/10/2021,4.799,1,0,0,0,0,0
SE,-22.42338359999997,-47.5641488,20/04/2021,3.599,0,0,1,0,0,0
SE,-22.87719679999998,-47.19878469999999,25/10/2021,5.979,0,0,0,1,0,0
SE,-22.227436,-49.9277983,08/12/2021,6.397,0,0,0,0,1,0
S,-23.31763359999998,-51.15302730000001,02/12/2021,5.499,0,0,1,0,0,0
S,-29.15518379999997,-51.171924,06/12/2021,5.369,1,0,0,0,0,0
CO,-20.48274989999997,-54.6128774,10/03/2021,5.697,0,0,0,1,0,0
NE,-8.1125433,-35.2880591,04/05/2021,4.889,0,0,1,0,0,0
NE,-8.282323399999974,-35.96891790000001,24/08/2021,5.699,0,0,0,1,0,0
SE,-19.44697909999998,-42.5541237,07/04/2021,4.094,0,0,1,0,0,0
SE,-20.54540799999997,-48.55837829999999,01/11/2021,6.199,0,0,0,1,0,0
S,-28.70538879999997,-49.3687976,27/09/2021,4.549,1,0,0,0,0,0
SE,-22.60487189999997,-47.42076579999999,21/12/2021,6.374,0,0,0,0,1,0
SE,-23.5333057,-46.6543618,14/06/2021,4.499,0,0,1,0,0,0
SE,-20.7663882,-49.3573829,22/02/2021,3.399,0,0,1,0,0,0
SE,-23.47840299999998,-46.5767715,04/08/2021,5.399,0,0,0,1,0,0
S,-30.06878529999997,-51.1118564,11/10/2021,6.599,0,0,0,1,0,0
NE,-3.776426099999975,-38.6062827,22/03/2021,5.479,0,0,0,1,0,0
SE,-22.84619199999997,-47.1558119,01/03/2021,3.699,0,0,1,0,0,0
CO,-16.71380679999998,-49.2634061,14/12/2021,7.19,0,0,0,0,1,0
SE,-23.52069799999997,-46.30039039999999,10/03/2021,5.699,0,0,0,0,1,0
CO,-16.06344059999997,-57.6849534,15/09/2021,4.699,0,0,1,0,0,0
SE,-19.58580259999997,-46.9303452,20/07/2021,6.598,0,0,0,1,0,0
SE,-23.56491169999998,-46.5895603,19/10/2021,4.899,0,0,1,0,0,0
N,-9.942098499999974,-67.79466099999999,20/10/2021,5.8,0,0,1,0,0,0
NE,-7.208096099999974,-39.2965362,13/04/2021,4.39,1,0,0,0,0,0
NE,-10.91140579999997,-37.0571517,22/08/2021,4.999,0,1,0,0,0,0
SE,-19.87755299999997,-43.9289103,17/01/2021,4.599,0,0,0,1,0,0
SE,-22.89576699999997,-43.27784219999999,24/02/2021,4.899,0,1,0,0,0,0
SE,-22.89125519999997,-46.9883716,09/08/2021,5.897,0,0,0,0,1,0
NE,-7.565072399999999,-40.494245,25/10/2021,6.879,0,0,0,0,1,0
SE,-21.20015079999997,-41.8973382,24/11/2021,5.34,0,1,0,0,0,0
NE,-12.14322919999997,-44.97996020000001,21/10/2021,4.76,0,0,1,0,0,0
