regiao,latitude,longitude,dataColeta,valorVenda,diesel,dieselS10,etanol,gasolina,gasolinaAditivada,gnv
NE,-14.78702689999997,-39.2740233,19/07/2021,6.129,0,0,0,1,0,0
S,-30.13410899999997,-51.321828,22/06/2021,4.279,1,0,0,0,0,0
S,-30.06492149999997,-51.15041120000001,07/06/2021,5.949,0,0,0,1,0,0
SE,-19.96888049999997,-46.727345,06/12/2021,6.198,0,0,0,1,0,0
SE,-22.7385231,-47.6455169,13/12/2021,5.399,1,0,0,0,0,0
CO,-20.78657789999997,-51.70121,22/12/2021,6.799,0,0,0,0,1,0
SE,-22.80000179999998,-43.41149749999999,19/04/2021,5.759,0,0,0,1,0,0
SE,-22.89337119999997,-42.4686898,03/02/2021,3.699,0,1,0,0,0,0
SE,-18.83435169999998,-41.8990715,09/12/2021,5.349,1,0,0,0,0,0
NE,-3.821050199999975,-38.5432373,18/07/2021,4.889,0,1,0,0,0,0
N,-10.175473,-48.3247648,13/07/2021,4.64,1,0,0,0,0,0
N,-8.7553933,-63.87362030000001,01/06/2021,5.549,0,0,0,1,0,0
NE,-9.562589299999999,-35.7369345,02/08/2021,5.919,0,0,0,1,0,0
SE,-23.52853179999997,-46.2037607,12/10/2021,6.099,0,0,0,1,0,0
SE,-21.2609881,-48.4699803,19/10/2021,4.999,0,1,0,0,0,0
NE,-9.430746199999973,-40.50347379999999,02/09/2021,6.595,0,0,0,1,0,0
SE,-19.9450089,-44.0080309,07/09/2021,4.585,0,0,1,0,0,0
SE,-19.46782009999998,-44.23291049999999,19/01/2021,3.179,0,0,1,0,0,0
NE,-5.189014299999975,-42.7379105,19/01/2021,3.839,1,0,0,0,0,0
S,-28.9327143,-49.4618542,17/01/2021,4.499,0,0,0,0,1,0
SE,-20.30853119999997,-40.2828949,19/07/2021,6.099,0,0,0,1,0,0
SE,-22.87056519999998,-43.1035547,29/08/2021,6.299,0,0,0,1,0,0
S,-30.03245219999997,-52.906468,28/12/2021,6.999,0,0,0,1,0,0
S,-5.152973900000001,-34.8624166,31/08/2021,5.899,0,0,0,1,0,0
SE,-22.42580509999998,-46.81711860000001,09/06/2021,5.149,0,0,0,1,0,0
NE,-8.192311799999974,-34.9751213,15/12/2021,5.495,0,1,0,0,0,0
SE,-22.7093431,-42.6259789,23/06/2021,6.399,0,0,0,1,0,0
NE,-2.537444599999974,-44.26088590000001,02/09/2021,4.699,0,1,0,0,0,0
SE,-22.65310319999998,-50.4262727,07/02/2021,4.039,0,0,0,1,0,0
SE,-21.1130905,-42.3390545,27/09/2021,6.499,0,0,0,0,1,0
NE,-5.1409395,-42.7837786,24/03/2021,6.18,0,0,0,0,1,0
CO,-12.5406438,-55.72986299999999,13/10/2021,6.489,0,0,0,0,1,0
SE,-23.72304119999997,-46.55112829999999,16/02/2021,4.497,0,0,0,1,0,0
SE,-23.5486459,-46.636567,05/09/2021,5.799,0,0,0,0,1,0
SE,-23.57528679999998,-46.5887499,25/05/2021,4.573,0,0,1,0,0,0
SE,-23.12396779999997,-46.56058279999999,16/06/2021,4.39,0,1,0,0,0,0
CO,-22.51084899999998,-55.716279,17/03/2021,4.499,0,1,0,0,0,0
CO,-15.54770999999997,-47.32072850000001,30/05/2021,5.927,0,0,0,1,0,0
SE,-23.02051849999998,-45.5222101,25/08/2021,4.499,1,0,0,0,0,0
SE,-22.49890439999998,-44.0916705,18/10/2021,5.259,1,0,0,0,0,0
SE,-20.95871439999997,-48.4679649,26/04/2021,5.299,0,0,0,1,0,0
NE,-12.9938321,-38.498109,22/03/2021,4.69,0,0,1,0,0,0
SE,-21.29980099999997,-50.37040999999999,21/10/2021,6.248,0,0,0,1,0,0
SE,-23.35257569999998,-47.8572719,02/08/2021,5.669,0,0,0,0,1,0
NE,-3.8081047,-38.5564084,02/08/2021,4.899,0,1,0,0,0,0
S,-25.5399121,-49.1902719,24/02/2021,4.849,0,0,0,1,0,0
SE,-22.74475959999997,-47.3567233,22/06/2021,3.999,0,0,1,0,0,0
N,-8.277935899999974,-49.2732588,02/11/2021,7.15,0,0,0,1,0,0
SE,-20.40770339999997,-49.97082030000001,17/11/2021,6.49,0,0,0,1,0,0
SE,-21.3017544,-50.3416333,24/02/2021,4.349,1,0,0,0,0,0
NE,-7.2209257,-35.9043112,20/07/2021,4.489,1,0,0,0,0,0
SE,-22.96851569999997,-49.88158239999999,21/06/2021,4.899,0,1,0,0,0,0
SE,-20.95462619999998,-48.4743487,15/06/2021,4.399,0,1,0,0,0,0
SE,-22.9347695,-43.3525044,02/03/2021,5.999,0,0,0,1,0,0
S,-25.37828459999998,-49.23826330000001,15/06/2021,4.099,0,0,1,0,0,0
SE,-22.41424859999998,-42.9706731,04/11/2021,6.999,0,0,0,1,0,0
S,-28.41244609999998,-54.9739045,16/12/2021,7.09,0,0,0,1,0,0
SE,-23.5370739,-46.80124070000001,15/04/2021,4.299,1,0,0,0,0,0
NE,-3.675202899999973,-40.3599821,29/06/2021,6.29,0,0,0,0,1,0
SE,-20.40717489999997,-49.9696142,21/12/2021,6.39,0,0,0,0,1,0
SE,-23.1583267,-45.8914926,26/01/2021,4.129,0,0,0,1,0,0
SE,-23.53642519999998,-46.55907209999999,01/09/2021,4.097,0,0,1,0,0,0
NE,-12.98344139999998,-38.495658,08/02/2021,4.95,0,0,0,0,1,0
NE,-14.2278661,-42.7804769,15/06/2021,4.698,1,0,0,0,0,0
N,-11.73454769999998,-49.0522285,10/05/2021,6.099,0,0,0,0,1,0
SE,-23.54043199999997,-46.81865839999999,26/08/2021,5.699,0,0,0,1,0,0
N,-1.415885699999974,-48.4638687,29/03/2021,4.999,0,0,1,0,0,0
NE,-3.745906799999974,-38.5204863,25/04/2021,4.849,0,0,1,0,0,0
NE,-7.197943599999975,-35.8782069,05/07/2021,4.459,0,1,0,0,0,0
SE,-22.79642059999997,-43.37325510000001,19/10/2021,4.899,0,1,0,0,0,0
SE,-22.90268069999997,-43.2891342,23/03/2021,6.23,0,0,0,1,0,0
SE,-21.6891543,-45.2571678,27/10/2021,5.196,0,0,1,0,0,0
S,-27.86467209999998,-54.4725441,22/11/2021,7.12,0,0,0,1,0,0
SE,-23.54125109999998,-46.23253150000001,05/01/2021,3.785,1,0,0,0,0,0
SE,-23.1963606,-46.8726047,24/03/2021,5.399,0,0,0,0,1,0
SE,-23.53604509999997,-46.83355569999999,05/08/2021,5.699,0,0,0,0,1,0
SE,-22.9632593,-47.0099488,04/03/2021,4.197,0,1,0,0,0,0
SE,-22.21491649999997,-49.6521918,16/11/2021,6.379,0,0,0,1,0,0
SE,-23.5250382,-47.4268291,26/10/2021,5.199,0,1,0,0,0,0
SE,-23.53182049999998,-46.6571984,05/10/2021,5.599,0,0,0,1,0,0
NE,-2.6220193,-44.31768779999999,21/04/2021,5.099,0,0,0,1,0,0
N,-10.175473,-48.3247648,17/03/2021,5.91,0,0,0,0,1,0
SE,-22.79382179999998,-43.3654582,08/03/2021,3.999,0,1,0,0,0,0
SE,-22.87842919999997,-43.4491323,23/02/2021,5.699,0,0,0,1,0,0
SE,-21.9633012,-46.7962319,12/10/2021,4.849,0,1,0,0,0,0
SE,-22.80573129999997,-43.2099783,27/09/2021,6.699,0,0,0,1,0,0
SE,-20.51947519999997,-47.38721299999999,23/06/2021,4.445,1,0,0,0,0,0
NE,-13.8670192,-40.0705184,16/12/2021,6.85,0,0,0,0,1,0
SE,-23.61647669999997,-46.5558225,05/04/2021,3.599,0,0,1,0,0,0
NE,-12.26305179999997,-38.9754705,04/05/2021,5.65,0,0,0,1,0,0
SE,-23.51423859999997,-47.4979807,03/11/2021,6.399,0,0,0,1,0,0
SE,-23.97575099999997,-46.29861289999999,15/08/2021,5.899,0,0,0,1,0,0
NE,-6.760700099999999,-38.2137329,24/11/2021,6.599,0,0,0,1,0,0
SE,-21.8497683,-47.4747853,05/07/2021,4.33,1,0,0,0,0,0
SE,-22.82724199999998,-47.1736278,24/05/2021,4.199,0,1,0,0,0,0
NE,-9.622666999999975,-35.695268,07/06/2021,6.09,0,0,0,0,1,0
S,-3.753750299999975,-37.9898934,09/12/2021,6.879,0,0,0,1,0,0
N,-3.027745399999974,-59.9612757,29/11/2021,5.29,0,0,1,0,0,0
CO,-17.88124469999998,-51.7166278,07/07/2021,4.869,1,0,0,0,0,0
S,-28.2356154,-52.3679911,01/07/2021,4.159,0,1,0,0,0,0
SE,-23.71286849999997,-46.5528997,05/10/2021,5.999,0,0,0,0,1,0
SE,-23.18441469999997,-46.85404519999999,18/08/2021,4.589,0,1,0,0,0,0
SE,-23.98910659999997,-46.2588824,17/08/2021,4.999,0,1,0,0,0,0
SE,-23.61797949999998,-46.51857340000001,08/06/2021,5.299,0,0,0,1,0,0
CO,-17.7772347,-50.9419634,31/05/2021,5.96,0,0,0,1,0,0
S,-27.10546869999997,-48.9184825,14/06/2021,4.997,0,0,1,0,0,0
NE,-12.87910769999997,-38.28680180000001,03/08/2021,5.95,0,0,0,1,0,0
SE,-23.56174699999997,-46.5423337,01/06/2021,5.399,0,0,0,1,0,0
SE,-19.75314499999998,-47.94751410000001,27/10/2021,5.199,0,0,1,0,0,0
SE,-23.60180329999998,-46.5568566,20/07/2021,4.749,0,1,0,0,0,0
SE,-19.46782009999998,-44.23291049999999,31/05/2021,5.75,0,0,0,1,0,0
CO,-15.61240779999998,-56.0892339,28/04/2021,3.699,0,0,1,0,0,0
SE,-20.543821,-48.5602944,30/09/2021,5.059,1,0,0,0,0,0
SE,-22.21596919999998,-41.7131424,26/04/2021,4.189,0,1,0,0,0,0
SE,-20.33517739999997,-40.29865,26/05/2021,5.599,0,0,0,1,0,0
NE,-3.736600699999975,-38.5694774,21/03/2021,4.496,1,0,0,0,0,0
SE,-23.53764699999998,-47.4657107,19/05/2021,5.199,0,0,0,1,0,0
NE,-3.740943899999975,-38.6006889,17/11/2021,6.84,0,0,0,1,0,0
CO,-15.66068619999998,-56.13175769999999,08/03/2021,3.779,0,0,1,0,0,0
NE,-14.7847563,-39.0372067,28/12/2021,5.89,0,1,0,0,0,0
SE,-23.94286389999997,-46.39469570000001,12/07/2021,4.349,1,0,0,0,0,0
SE,-22.76465939999998,-47.3782877,16/12/2021,4.897,0,0,1,0,0,0
SE,-19.95356819999997,-44.1956126,13/09/2021,4.685,0,0,1,0,0,0
SE,-22.9020189,-47.2282278,26/05/2021,4.499,0,1,0,0,0,0
SE,-21.18174629999998,-47.7650751,20/04/2021,3.499,0,0,1,0,0,0
SE,-21.26085199999997,-48.3154578,10/08/2021,4.699,0,1,0,0,0,0
SE,-21.18262209999997,-50.440268,16/03/2021,4.289,1,0,0,0,0,0
SE,-16.7107999,-43.8443765,22/02/2021,3.45,0,0,1,0,0,0
SE,-19.84515429999998,-43.9324975,18/05/2021,4.635,1,0,0,0,0,0
N,-8.277935899999974,-49.2732588,10/11/2021,5.84,0,1,0,0,0,0
SE,-24.00620609999998,-46.42935159999999,21/09/2021,5.89,0,0,0,0,1,0
CO,-15.57845619999998,-56.09086610000001,22/11/2021,6.698,0,0,0,1,0,0
SE,-21.74783319999997,-41.33674149999999,20/10/2021,4.79,0,1,0,0,0,0
SE,-18.7322313,-47.488124,10/08/2021,4.74,0,1,0,0,0,0
SE,-22.468187,-44.457704,17/08/2021,6.799,0,0,0,0,1,0
CO,-15.57470369999997,-56.0760652,05/01/2021,3.999,0,1,0,0,0,0
NE,-12.3183766,-38.8740595,19/08/2021,4.499,1,0,0,0,0,0
SE,-23.72144439999998,-46.8518641,29/11/2021,5.199,0,0,1,0,0,0
SE,-18.90965169999997,-48.2265246,23/06/2021,4.259,0,0,1,0,0,0
SE,-22.2292271,-49.9306985,18/08/2021,4.199,0,0,1,0,0,0
CO,-20.78011919999997,-51.7079022,09/11/2021,5.096,0,0,1,0,0,0
SE,-22.374972,-46.9427377,01/09/2021,4.547,0,0,1,0,0,0
NE,-5.083420299999974,-42.79768730000001,11/10/2021,5.598,0,0,1,0,0,0
CO,-20.50589059999998,-54.59552519999999,06/07/2021,4.509,1,0,0,0,0,0
SE,-22.17327219999997,-47.3613709,31/08/2021,5.849,0,0,0,1,0,0
SE,-22.64429479999998,-47.1831505,08/12/2021,5.279,1,0,0,0,0,0
CO,-15.64306139999997,-56.1241587,09/11/2021,5.677,0,1,0,0,0,0
SE,-20.27127159999998,-40.3006967,04/05/2021,4.299,0,1,0,0,0,0
SE,-24.0161813,-46.45222330000001,16/08/2021,4.299,0,0,1,0,0,0
SE,-23.58303649999997,-46.482784,11/05/2021,5.099,0,0,0,1,0,0
NE,-5.8658502,-35.2261295,20/10/2021,5.25,1,0,0,0,0,0
SE,-20.92014179999997,-46.9715718,17/11/2021,5.799,0,0,1,0,0,0
NE,-6.364244299999975,-39.3063845,22/12/2021,5.55,0,0,1,0,0,0
S,-24.94584139999998,-53.43764609999999,13/05/2021,5.55,0,0,0,0,1,0
S,-23.41775729999997,-51.89265579999999,16/11/2021,4.93,1,0,0,0,0,0
SE,-21.66977889999998,-49.7486967,20/09/2021,4.759,0,1,0,0,0,0
SE,-22.72434979999997,-47.6459221,16/11/2021,6.597,0,0,0,0,1,0
NE,-9.643843299999974,-35.7096925,19/07/2021,5.099,0,0,1,0,0,0
NE,-3.811637699999974,-38.5244616,15/08/2021,4.799,0,1,0,0,0,0
NE,-12.91306929999997,-38.3824482,20/07/2021,4.819,0,1,0,0,0,0
S,-25.3448276,-49.1757222,27/07/2021,4.249,0,1,0,0,0,0
SE,-22.2442629,-43.698675,06/07/2021,6.79,0,0,0,1,0,0
NE,-7.987166799999975,-34.93294110000001,19/10/2021,4.999,0,0,1,0,0,0
SE,-23.17159869999998,-45.8424051,09/06/2021,5.399,0,0,0,1,0,0
SE,-19.74174019999998,-45.26475360000001,22/09/2021,4.859,0,0,1,0,0,0
SE,-21.1524041,-47.7807813,04/03/2021,4.499,0,1,0,0,0,0
SE,-23.4873755,-46.6524305,23/06/2021,5.399,0,0,0,1,0,0
NE,-5.099826799999975,-42.8027235,19/10/2021,5.099,0,1,0,0,0,0
NE,-3.725175899999975,-38.5640725,29/12/2021,6.99,0,0,0,0,1,0
SE,-19.87734329999997,-43.9336563,01/06/2021,5.675,0,0,0,1,0,0
SE,-22.79236559999998,-43.29481879999999,05/07/2021,6.199,0,0,0,0,1,0
SE,-23.97632869999997,-46.388847,07/09/2021,5.799,0,0,0,1,0,0
NE,-14.19790819999998,-41.6689192,28/03/2021,4.549,0,0,1,0,0,0
SE,-23.4975635,-46.61134999999999,21/07/2021,4.897,0,1,0,0,0,0
SE,-23.68258439999997,-46.5576651,07/06/2021,4.498,0,0,1,0,0,0
SE,-22.86500019999997,-43.29014129999999,13/07/2021,6.149,0,0,0,1,0,0
N,-10.30331189999997,-48.3252232,22/11/2021,6.399,0,0,1,0,0,0
SE,-22.2951154,-42.5250614,21/04/2021,4.459,0,0,1,0,0,0
SE,-23.98831009999997,-48.8919282,14/10/2021,4.719,0,1,0,0,0,0
SE,-23.51692289999997,-46.8432069,24/03/2021,5.199,0,0,0,1,0,0
NE,-6.348243399999999,-39.3050562,11/08/2021,6.15,0,0,0,0,1,0
NE,-14.8576701,-40.8342391,01/08/2021,4.84,0,1,0,0,0,0
SE,-20.33104879999998,-40.3587098,19/10/2021,6.47,0,0,0,0,1,0
SE,-22.1921414,-41.68097239999999,28/09/2021,4.799,0,1,0,0,0,0
SE,-22.8522459,-42.5161813,14/10/2021,6.999,0,0,0,1,0,0
SE,-23.4742945,-47.4750701,01/03/2021,4.899,0,0,0,1,0,0
NE,-2.924013899999975,-41.75337159999999,16/08/2021,5.299,0,1,0,0,0,0
SE,-22.03205589999998,-47.8605597,09/03/2021,3.959,0,0,1,0,0,0
NE,-12.3107314,-38.8841393,21/12/2021,5.13,0,0,1,0,0,0
N,-7.633749599999974,-72.667405,15/02/2021,5.25,0,1,0,0,0,0
N,-3.088371699999974,-60.0464324,06/12/2021,6.59,0,0,0,1,0,0
S,-28.6855731,-49.3441304,08/06/2021,5.479,0,0,0,1,0,0
SE,-23.58303649999997,-46.482784,03/11/2021,5.999,0,0,0,1,0,0
SE,-22.69486379999998,-46.76761799999999,27/07/2021,4.599,0,1,0,0,0,0
SE,-20.2466806,-42.1527936,16/11/2021,7.11,0,0,0,0,1,0
S,-29.16460419999997,-51.16728579999999,23/02/2021,5.499,0,0,0,1,0,0
SE,-22.71087139999997,-46.77143339999999,26/10/2021,5.029,1,0,0,0,0,0
S,-29.91380699999997,-51.17744260000001,16/02/2021,3.599,1,0,0,0,0,0
SE,-20.33104879999998,-40.3587098,26/10/2021,6.52,0,0,0,0,1,0
S,-23.27629779999997,-51.2726945,21/09/2021,5.65,0,0,0,1,0,0
SE,-24.01272259999998,-46.4489692,26/10/2021,4.999,0,1,0,0,0,0
SE,-23.62391809999998,-46.4817191,30/03/2021,4.249,0,1,0,0,0,0
SE,-22.36002679999998,-47.3603529,04/10/2021,5.799,0,0,0,0,1,0
S,-25.4271839,-49.26874549999999,07/06/2021,4.299,0,1,0,0,0,0
SE,-23.71226679999997,-46.4176034,27/09/2021,5.699,0,0,0,1,0,0
CO,-10.2867543,-48.2977509,27/09/2021,6.249,0,0,0,0,1,0
SE,-23.53801599999997,-46.18342809999999,28/07/2021,4.499,0,1,0,0,0,0
SE,-22.01496269999997,-47.8806494,17/03/2021,5.349,0,0,0,0,1,0
SE,-22.40843469999997,-50.5734612,13/12/2021,6.399,0,0,0,1,0,0
S,-30.897377,-55.5323505,18/11/2021,7.399,0,0,0,1,0,0
S,-29.17323429999998,-51.513686,01/09/2021,4.59,0,1,0,0,0,0
SE,-23.02094579999997,-45.53528259999999,30/11/2021,6.099,0,0,0,1,0,0
SE,-23.5381375,-46.6470008,14/10/2021,6.499,0,0,0,0,1,0
SE,-22.9943305,-46.8337604,27/10/2021,4.979,0,1,0,0,0,0
SE,-23.14453079999997,-46.8065417,24/03/2021,5.399,0,0,0,1,0,0
SE,-20.27127159999998,-40.3006967,23/11/2021,6.899,0,0,0,0,1,0
NE,-7.287712899999974,-38.40323410000001,28/09/2021,5.85,0,0,0,1,0,0
SE,-23.98355749999997,-48.8794121,10/11/2021,6.999,0,0,0,0,1,0
S,-25.56903749999998,-54.5821149,09/03/2021,4.12,1,0,0,0,0,0
CO,-15.63162019999997,-56.0404518,15/09/2021,5.197,0,1,0,0,0,0
SE,-20.78309449999998,-49.39533319999999,28/07/2021,4.599,1,0,0,0,0,0
SE,-23.54010259999998,-47.44722309999999,29/09/2021,4.859,1,0,0,0,0,0
NE,-12.90106079999997,-38.36393,11/07/2021,4.65,0,1,0,0,0,0
S,-27.86467209999998,-54.4725441,20/09/2021,5.99,0,0,1,0,0,0
SE,-19.7382279,-45.2536513,21/10/2021,4.979,1,0,0,0,0,0
S,-23.1724212,-50.6443623,04/08/2021,5.6,0,0,0,1,0,0
SE,-19.88623569999997,-43.9496297,13/10/2021,4.785,0,0,1,0,0,0
S,-27.11057799999998,-48.9315784,31/08/2021,5.799,0,0,0,1,0,0
NE,-3.760472799999974,-38.5740088,23/11/2021,6.979,0,0,0,1,0,0
CO,-16.72352069999997,-49.2944344,24/02/2021,5.37,0,0,0,1,0,0
SE,-23.1028744,-48.9280448,18/05/2021,5.39,0,0,0,0,1,0
S,-27.52969579999997,-48.6193695,17/08/2021,5.869,0,0,0,1,0,0
NE,-5.114970999999974,-42.7958673,04/01/2021,4.67,0,0,0,1,0,0
SE,-22.03205589999998,-47.8605597,05/08/2021,4.349,0,0,1,0,0,0
CO,-16.7393155,-49.27558519999999,08/07/2021,4.49,0,1,0,0,0,0
S,-25.5461405,-54.5779717,25/10/2021,4.99,0,1,0,0,0,0
NE,-7.964379899999975,-34.8318207,04/08/2021,6.189,0,0,0,0,1,0
S,-28.67758989999997,-49.33229219999999,08/09/2021,5.778,0,0,0,1,0,0
SE,-22.43723479999997,-46.8074319,28/07/2021,4.649,0,1,0,0,0,0
SE,-23.17457739999998,-45.8761484,03/11/2021,6.199,0,0,0,1,0,0
S,-28.44550449999998,-48.7992223,14/12/2021,6.499,0,0,0,1,0,0
SE,-19.96888049999997,-46.727345,29/11/2021,5.098,0,0,1,0,0,0
N,-12.73640749999997,-60.14083849999999,22/07/2021,4.999,0,1,0,0,0,0
SE,-22.43723479999997,-46.8074319,30/12/2021,5.338,1,0,0,0,0,0
SE,-21.46261379999997,-46.99763719999999,22/02/2021,5.259,0,0,0,0,1,0
NE,-3.7513703,-38.5257172,10/08/2021,4.899,0,1,0,0,0,0
CO,-15.823167,-47.8836838,15/02/2021,5.379,0,0,0,0,1,0
SE,-22.90712339999997,-42.82267480000001,21/04/2021,4.349,0,0,0,0,0,1
S,-25.41469899999997,-51.48029709999999,27/09/2021,4.399,0,1,0,0,0,0
SE,-23.6011667,-46.8576843,07/12/2021,6.185,0,0,0,1,0,0
SE,-23.52929369999997,-47.44722309999999,20/07/2021,3.899,0,0,1,0,0,0
S,-28.4631398,-51.5559362,08/09/2021,6.299,0,0,0,1,0,0
NE,-17.0000218,-39.4980081,25/01/2021,4.999,0,0,0,1,0,0
NE,-9.758818199999975,-36.65569790000001,07/06/2021,5.75,0,0,0,1,0,0
S,-28.9327143,-49.4618542,21/07/2021,5.699,0,0,0,0,1,0
SE,-23.08834469999998,-47.2088662,06/06/2021,4.599,0,1,0,0,0,0
S,-25.56307079999997,-54.5711082,20/10/2021,6.18,0,0,0,0,1,0
CO,-15.7612993,-47.8867358,03/08/2021,6.389,0,0,0,1,0,0
SE,-23.52266019999998,-46.5632135,30/06/2021,5.299,0,0,0,1,0,0
SE,-23.72165319999997,-46.5392776,17/05/2021,5.999,0,0,0,0,1,0
SE,-21.9633012,-46.7962319,18/08/2021,4.399,0,1,0,0,0,0
SE,-22.41094249999997,-47.55750519999999,15/06/2021,4.675,0,1,0,0,0,0
S,-31.6731981,-52.329411,29/03/2021,4.049,1,0,0,0,0,0
SE,-21.28670329999998,-50.346288,16/06/2021,4.169,0,0,1,0,0,0
SE,-21.78557779999997,-46.5725877,09/06/2021,4.587,1,0,0,0,0,0
SE,-20.27480339999997,-50.5451607,01/11/2021,5.499,0,1,0,0,0,0
SE,-21.74915469999997,-43.36087819999999,06/09/2021,4.759,1,0,0,0,0,0
NE,-2.903792099999975,-41.7542444,22/12/2021,7.59,0,0,0,0,1,0
S,-28.69193349999997,-49.369238,21/02/2021,3.899,0,0,1,0,0,0
SE,-23.01476459999997,-46.8415955,01/03/2021,2.949,0,0,0,0,0,1
SE,-21.3024501,-50.353466,07/04/2021,3.799,0,0,1,0,0,0
N,0.03227950000002544,-51.0510275,10/11/2021,5.89,0,0,0,1,0,0
SE,-20.31020489999998,-40.30451800000001,11/08/2021,5.97,0,0,0,0,1,0
SE,-22.9420216,-47.1313396,02/08/2021,5.579,0,0,0,0,1,0
N,-8.7553933,-63.87362030000001,12/05/2021,5.549,0,0,0,0,1,0
SE,-19.74728709999997,-47.9391767,12/07/2021,4.799,0,1,0,0,0,0
S,-24.03412369999997,-52.36834289999999,02/11/2021,6.59,0,0,0,0,1,0
S,-28.92751409999998,-49.478775,14/02/2021,3.749,1,0,0,0,0,0
S,-30.0904909,-51.0101626,08/12/2021,6.969,0,0,0,1,0,0
SE,-23.71871259999998,-46.8511567,19/04/2021,5.499,0,0,0,0,1,0
SE,-22.81962669999998,-47.2681248,02/01/2021,4.299,0,0,0,1,0,0
CO,-16.6490914,-49.4949175,28/06/2021,4.399,0,0,1,0,0,0
CO,-16.07590749999997,-47.985691,02/11/2021,7.059,0,0,0,0,1,0
NE,-12.8779757,-38.3057027,05/10/2021,4.99,0,1,0,0,0,0
SE,-22.22962439999997,-49.9263683,01/09/2021,5.619,0,0,0,0,1,0
SE,-23.6323722,-46.5231819,27/09/2021,4.699,0,1,0,0,0,0
SE,-23.53819489999998,-46.22667070000001,25/05/2021,4.099,0,1,0,0,0,0
NE,-2.536720199999975,-44.2858223,03/03/2021,5.399,0,0,0,1,0,0
CO,-15.57470369999997,-56.0987344,12/04/2021,5.399,0,0,0,1,0,0
SE,-22.53838039999997,-44.1692439,24/03/2021,4.579,1,0,0,0,0,0
NE,-3.764326699999974,-38.6462728,01/09/2021,6.099,0,0,0,1,0,0
SE,-18.60504989999998,-46.51489340000001,05/10/2021,5.09,1,0,0,0,0,0
NE,-9.56203,-35.7555304,28/06/2021,5.799,0,0,0,0,1,0
SE,-22.2594357,-42.519552,27/12/2021,5.769,0,0,1,0,0,0
SE,-22.86867699999997,-42.2659643,24/08/2021,6.499,0,0,0,1,0,0
N,-1.353308999999975,-48.4056966,30/06/2021,4.23,1,0,0,0,0,0
SE,-21.12803059999997,-47.78059349999999,20/01/2021,3.799,0,1,0,0,0,0
SE,-23.47269359999997,-46.52602580000001,19/07/2021,5.399,0,0,0,1,0,0
SE,-22.40563289999998,-47.5559476,15/06/2021,5.699,0,0,0,1,0,0
SE,-22.37656829999997,-47.3821017,03/05/2021,5.239,0,0,0,1,0,0
SE,-23.11399099999997,-46.56072199999999,13/05/2021,4.39,0,1,0,0,0,0
SE,-23.6070397,-46.7538945,28/12/2021,4.769,0,0,1,0,0,0
SE,-23.49247329999998,-46.65825280000001,03/03/2021,3.749,0,0,1,0,0,0
SE,-21.2519634,-44.99533700000001,23/12/2021,7.03,0,0,0,1,0,0
CO,-16.46570919999997,-54.6395395,10/05/2021,4.899,1,0,0,0,0,0
S,-29.9347267,-51.08800230000001,13/09/2021,6.199,0,0,0,0,1,0
NE,-2.915877999999974,-41.75337159999999,17/11/2021,5.659,1,0,0,0,0,0
S,-27.5995511,-48.5926874,02/11/2021,6.769,0,0,0,1,0,0
S,-24.04196079999997,-52.3818551,26/05/2021,5.29,0,0,0,1,0,0
SE,-20.914901,-46.9808139,18/10/2021,6.879,0,0,0,1,0,0
SE,-23.58241579999997,-46.5714911,27/07/2021,5.499,0,0,0,0,1,0
NE,-3.759805599999975,-38.4810878,10/03/2021,4.47,0,0,1,0,0,0
SE,-21.38435609999997,-42.48249999999999,03/08/2021,5.999,0,0,0,0,1,0
SE,-18.64564349999997,-48.1959998,27/10/2021,7.169,0,0,0,0,1,0
SE,-21.78453959999997,-46.55020080000001,24/02/2021,3.699,0,0,1,0,0,0
SE,-21.29195759999998,-50.3525919,13/01/2021,4.499,0,0,0,1,0,0
S,-29.68760409999997,-51.1219148,02/11/2021,6.899,0,0,0,0,1,0
N,-9.948588099999975,-67.8510265,03/05/2021,5.1,0,1,0,0,0,0
NE,-3.9359433,-41.25912170000001,28/07/2021,4.879,0,1,0,0,0,0
SE,-19.81823219999998,-40.2734267,29/03/2021,5.57,0,0,0,1,0,0
SE,-20.3281293,-40.2986415,20/01/2021,3.99,0,0,1,0,0,0
SE,-22.895057,-48.4368849,06/06/2021,5.449,0,0,0,1,0,0
SE,-20.95871439999997,-48.4679649,20/07/2021,4.499,0,1,0,0,0,0
SE,-22.3142524,-49.0434418,29/06/2021,4.45,1,0,0,0,0,0
SE,-18.97271849999997,-49.4523254,10/06/2021,4.69,0,1,0,0,0,0
SE,-23.50618919999997,-46.6047869,16/12/2021,4.699,0,0,1,0,0,0
SE,-22.75694159999997,-47.1581811,15/11/2021,6.259,0,0,0,1,0,0
S,-31.28900109999997,-54.0724033,09/12/2021,7.829,0,0,0,0,1,0
NE,-8.0859725,-34.9071657,19/01/2021,3.55,0,0,1,0,0,0
SE,-23.53795309999998,-47.1260377,27/09/2021,4.599,0,0,1,0,0,0
N,-3.085979199999974,-60.0713211,18/10/2021,4.99,0,1,0,0,0,0
SE,-22.85822109999997,-42.2493995,04/05/2021,5.999,0,0,0,1,0,0
S,-27.59746179999997,-48.5747689,07/10/2021,6.149,0,0,0,0,1,0
SE,-22.224193,-45.9075341,18/07/2021,4.249,0,0,1,0,0,0
NE,-4.938169299999974,-47.4667254,25/10/2021,6.479,0,0,0,0,1,0
